NO_OF_FRAMES	287
NO_OF_CAMERAS	16
NO_OF_MARKERS	53
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-09-06, 20:15:58	12983.26744918
DATA_INCLUDED	3D
MARKER_NAMES	L_HEAD	R_HEAD	SGL	SJN	SXS	CV7	TV2	MAI	LV1	LV3	LV5	L_SAE	L_HUM	L_HLE	L_RSP	L_USP	L_HM2	R_SAE	R_HUM	R_HLE	R_RSP	R_USP	R_HM2	L_IAS	L_IPS	R_IPS	R_IAS	L_FTC	L_FLE	L_FAX	L_TTC	L_FAL	L_FCC2	L_FCC	L_LCAL	L_FMT	L_FM5	L_FM2	L_PM6	L_P1MT	R_FTC	R_FLE	R_FAX	R_TTC	R_FAL	R_FCC2	R_FCC	R_LCAL	R_FMT	R_FM5	R_FM2	R_PM6	R_P1MT
Frame	Time	L_HEAD X	L_HEAD Y	L_HEAD Z	R_HEAD X	R_HEAD Y	R_HEAD Z	SGL X	SGL Y	SGL Z	SJN X	SJN Y	SJN Z	SXS X	SXS Y	SXS Z	CV7 X	CV7 Y	CV7 Z	TV2 X	TV2 Y	TV2 Z	MAI X	MAI Y	MAI Z	LV1 X	LV1 Y	LV1 Z	LV3 X	LV3 Y	LV3 Z	LV5 X	LV5 Y	LV5 Z	L_SAE X	L_SAE Y	L_SAE Z	L_HUM X	L_HUM Y	L_HUM Z	L_HLE X	L_HLE Y	L_HLE Z	L_RSP X	L_RSP Y	L_RSP Z	L_USP X	L_USP Y	L_USP Z	L_HM2 X	L_HM2 Y	L_HM2 Z	R_SAE X	R_SAE Y	R_SAE Z	R_HUM X	R_HUM Y	R_HUM Z	R_HLE X	R_HLE Y	R_HLE Z	R_RSP X	R_RSP Y	R_RSP Z	R_USP X	R_USP Y	R_USP Z	R_HM2 X	R_HM2 Y	R_HM2 Z	L_IAS X	L_IAS Y	L_IAS Z	L_IPS X	L_IPS Y	L_IPS Z	R_IPS X	R_IPS Y	R_IPS Z	R_IAS X	R_IAS Y	R_IAS Z	L_FTC X	L_FTC Y	L_FTC Z	L_FLE X	L_FLE Y	L_FLE Z	L_FAX X	L_FAX Y	L_FAX Z	L_TTC X	L_TTC Y	L_TTC Z	L_FAL X	L_FAL Y	L_FAL Z	L_FCC2 X	L_FCC2 Y	L_FCC2 Z	L_FCC X	L_FCC Y	L_FCC Z	L_LCAL X	L_LCAL Y	L_LCAL Z	L_FMT X	L_FMT Y	L_FMT Z	L_FM5 X	L_FM5 Y	L_FM5 Z	L_FM2 X	L_FM2 Y	L_FM2 Z	L_PM6 X	L_PM6 Y	L_PM6 Z	L_P1MT X	L_P1MT Y	L_P1MT Z	R_FTC X	R_FTC Y	R_FTC Z	R_FLE X	R_FLE Y	R_FLE Z	R_FAX X	R_FAX Y	R_FAX Z	R_TTC X	R_TTC Y	R_TTC Z	R_FAL X	R_FAL Y	R_FAL Z	R_FCC2 X	R_FCC2 Y	R_FCC2 Z	R_FCC X	R_FCC Y	R_FCC Z	R_LCAL X	R_LCAL Y	R_LCAL Z	R_FMT X	R_FMT Y	R_FMT Z	R_FM5 X	R_FM5 Y	R_FM5 Z	R_FM2 X	R_FM2 Y	R_FM2 Z	R_PM6 X	R_PM6 Y	R_PM6 Z	R_P1MT X	R_P1MT Y	R_P1MT Z	
157	1.56000	524.947	109.037	1640.764	532.206	279.372	1632.701	404.282	198.317	1685.782	455.500	186.571	1391.812	422.914	187.612	1238.657	586.579	193.536	1484.899	606.198	189.908	1449.814	638.152	182.367	1317.222	595.902	185.955	1134.232	587.845	183.612	1095.684	596.890	182.204	1058.538	526.365	-20.198	1434.377	564.320	-53.651	1261.239	584.080	-61.245	1114.447	496.862	-65.537	865.932	551.516	-106.882	856.291	513.440	-103.260	790.130	529.072	396.115	1424.516	570.985	441.095	1251.308	545.740	475.136	1109.674	355.968	447.865	920.677	403.010	487.989	889.442	318.138	484.962	861.740	430.090	78.706	1001.797	598.757	140.798	1040.112	606.350	226.569	1027.592	446.191	297.020	984.445	489.887	6.876	829.445	403.961	64.248	502.438	407.404	65.501	433.250	365.074	119.114	419.620	440.040	118.201	73.389	494.719	164.524	74.527	501.275	167.604	37.312	449.894	128.405	32.309	398.910	118.602	27.856	335.911	98.360	20.407	311.287	149.587	34.699	260.234	190.036	16.003	364.746	173.227	72.449	528.443	347.601	789.556	508.816	335.893	479.351	565.592	339.805	433.601	521.582	303.853	387.708	854.801	291.660	225.960	863.803	237.432	255.984	892.846	228.836	246.401	890.395	275.685	204.865	880.865	296.046	151.024	876.546	309.042	92.897	836.637	274.301	69.103	811.396	238.857	40.451	811.980	266.987	138.196
158	1.57000	512.604	108.422	1642.381	520.099	278.723	1634.747	392.135	197.715	1687.939	442.981	186.617	1393.705	410.561	187.802	1240.453	574.167	192.940	1486.789	593.712	189.183	1451.710	625.681	181.291	1319.141	583.576	184.951	1136.092	575.557	182.704	1097.559	584.613	181.420	1060.420	512.521	-20.465	1436.502	549.288	-54.441	1263.305	567.623	-62.638	1116.241	475.880	-66.515	869.112	530.751	-107.968	858.531	491.233	-104.532	793.266	517.641	395.742	1426.258	560.663	440.298	1253.184	536.716	473.455	1111.025	350.765	447.534	918.009	398.916	487.568	887.833	314.802	484.635	857.893	417.450	78.464	1003.299	586.438	140.000	1042.009	594.277	225.867	1029.592	434.308	296.873	986.837	479.573	6.625	830.321	399.180	63.308	501.948	403.314	64.681	432.694	360.782	117.778	418.587	440.102	117.941	73.338	494.619	164.361	74.803	501.580	167.966	37.526	449.926	128.244	32.182	398.982	118.352	27.656	335.935	98.057	20.242	311.293	149.364	34.591	260.331	189.928	16.089	364.696	172.894	72.425	513.258	346.797	791.430	483.447	334.944	482.067	539.783	338.706	436.464	495.888	302.516	389.963	830.059	289.569	232.305	840.472	233.908	259.993	869.536	226.554	249.277	865.732	275.752	210.928	854.204	298.012	157.964	848.881	314.916	100.808	810.883	279.465	74.334	787.144	244.464	43.479	786.468	267.653	143.385
159	1.58000	500.283	107.905	1644.052	507.959	278.216	1636.805	380.024	197.208	1689.959	430.636	186.685	1395.634	398.407	188.096	1242.315	561.811	192.361	1488.676	581.357	188.419	1453.616	613.294	180.198	1321.061	571.318	183.940	1138.088	563.318	181.748	1099.555	572.389	180.585	1062.324	498.731	-20.662	1438.894	534.172	-55.255	1265.578	551.168	-64.065	1118.252	455.489	-67.393	872.709	509.689	-108.993	861.077	468.703	-105.653	796.753	506.446	395.457	1428.064	550.380	439.530	1255.130	527.899	471.785	1112.484	346.291	446.947	915.165	395.106	487.306	886.448	311.880	484.234	854.122	405.920	78.525	1004.371	574.193	139.291	1043.798	582.190	225.361	1031.720	422.368	296.587	989.366	469.757	6.450	830.974	394.284	62.566	501.497	399.452	63.924	432.351	356.989	116.519	417.640	440.176	117.919	73.219	494.580	163.985	75.072	501.708	167.785	37.689	450.019	127.994	32.022	399.067	117.993	27.412	336.019	97.698	20.064	311.364	149.049	34.479	260.497	189.751	16.207	364.782	172.406	72.420	498.236	346.867	793.558	458.774	334.103	485.410	514.246	337.679	439.568	470.018	301.452	392.932	803.879	288.960	235.816	815.488	232.091	262.542	844.901	225.214	251.089	838.730	275.380	214.108	826.110	299.570	163.117	818.881	319.651	107.223	782.781	282.986	79.025	760.976	248.326	45.903	759.443	268.642	147.633
160	1.59000	488.000	107.456	1645.850	495.982	277.756	1638.814	367.889	196.820	1692.084	418.360	186.795	1397.646	386.150	188.262	1244.319	549.627	191.824	1490.593	569.136	187.726	1455.545	601.012	179.237	1322.962	559.121	182.914	1140.009	551.137	180.777	1101.490	560.031	179.784	1064.303	484.990	-20.785	1441.437	519.027	-56.079	1268.020	534.766	-65.487	1120.474	434.331	-67.887	876.761	488.352	-109.962	864.047	445.833	-106.615	800.627	495.383	395.180	1429.880	540.196	438.738	1257.063	519.251	470.235	1114.033	342.168	446.365	912.413	391.624	487.093	885.272	309.362	483.690	850.440	393.861	78.093	1005.756	561.985	138.582	1045.498	569.972	224.953	1033.948	410.286	296.078	992.082	459.996	6.337	831.717	389.663	62.091	501.150	396.041	63.263	432.185	353.584	115.684	416.777	440.395	117.355	73.152	494.558	163.649	75.342	501.795	167.618	37.893	450.095	127.838	31.897	399.152	117.691	27.139	336.109	97.340	19.830	311.532	148.773	34.291	260.674	189.575	16.360	364.827	171.940	72.415	483.221	347.076	796.011	434.700	333.313	489.191	489.150	336.645	442.875	444.176	300.726	396.359	777.065	288.695	237.751	789.627	231.675	263.774	819.181	225.033	251.846	811.836	275.652	215.826	797.706	300.631	165.991	788.463	322.579	111.125	753.857	285.335	82.267	732.932	250.900	47.669	731.854	268.426	149.914
161	1.60000	475.716	107.168	1647.615	484.013	277.452	1640.852	355.799	196.665	1694.072	406.151	186.897	1399.717	373.959	188.386	1246.335	537.537	191.314	1492.431	556.994	187.059	1457.336	588.727	178.148	1324.823	546.904	181.987	1142.034	539.025	179.795	1103.377	547.927	179.032	1066.270	471.378	-20.848	1444.079	503.868	-56.991	1270.564	518.412	-66.999	1122.796	412.973	-68.407	880.705	466.811	-110.742	867.116	422.347	-107.493	804.965	484.449	394.871	1431.689	530.192	437.991	1259.008	510.720	468.726	1115.650	338.366	446.244	910.049	388.391	487.064	884.133	307.129	483.142	846.926	382.027	77.536	1007.044	549.845	138.049	1047.260	557.747	224.582	1036.228	398.133	295.351	994.737	450.432	5.993	832.513	385.616	61.765	500.905	393.219	62.707	432.184	350.691	114.923	416.049	440.432	117.494	73.136	494.468	163.498	75.647	501.836	167.608	38.145	450.092	127.803	31.825	399.212	117.435	26.921	336.178	97.010	19.613	311.593	148.483	34.192	260.813	189.364	16.499	364.768	171.570	72.467	467.771	346.803	798.890	411.143	332.489	493.308	464.343	335.718	446.581	418.421	300.276	400.050	749.599	289.051	238.177	763.046	231.848	263.720	792.736	225.364	251.257	784.316	276.222	215.706	769.092	301.573	166.492	758.470	323.975	112.491	724.021	286.395	83.643	703.115	252.192	48.646	703.326	268.384	150.859
162	1.61000	463.510	106.931	1649.383	472.098	277.177	1642.671	343.680	196.552	1695.863	394.007	186.960	1401.694	361.836	188.404	1248.305	525.476	190.813	1494.212	544.851	186.371	1459.102	576.510	177.087	1326.535	534.815	181.005	1143.850	526.975	178.885	1105.203	536.020	178.382	1068.089	457.902	-20.902	1446.683	488.772	-57.945	1273.194	502.119	-68.543	1125.119	392.945	-68.437	884.912	445.131	-111.363	870.355	399.004	-108.070	809.415	473.575	394.555	1433.343	520.337	437.224	1260.906	502.376	467.299	1117.233	334.794	445.416	907.476	385.304	487.005	883.286	305.173	482.535	843.503	370.283	76.776	1008.345	537.873	137.584	1048.967	545.559	224.381	1038.392	385.943	294.538	997.348	440.807	5.817	833.492	382.100	61.455	500.745	390.606	62.399	432.068	348.189	114.242	415.446	440.562	117.490	73.248	494.352	163.588	75.944	501.831	167.802	38.443	450.031	127.980	31.823	399.228	117.317	26.792	336.255	96.760	19.464	311.623	148.240	34.146	260.854	189.121	16.650	364.700	171.328	72.469	452.425	346.608	801.813	387.996	331.678	497.639	439.879	334.905	450.566	392.954	299.976	404.156	721.614	289.785	237.196	736.106	232.608	262.482	765.765	226.305	249.403	756.114	277.084	213.959	739.787	302.195	165.013	727.612	324.223	111.232	692.787	286.730	83.639	671.050	253.171	49.137	673.926	268.662	150.898
163	1.62000	451.290	106.787	1651.043	460.253	276.975	1644.444	331.585	196.598	1697.535	381.887	187.009	1403.568	349.738	188.360	1250.169	514.047	190.029	1496.269	532.806	185.720	1460.706	564.331	176.089	1328.141	522.788	180.070	1145.619	514.940	178.072	1106.992	523.895	177.784	1069.841	444.477	-20.903	1449.245	473.698	-58.943	1275.772	485.947	-70.166	1127.421	371.494	-68.284	889.490	423.226	-111.836	873.714	375.526	-108.391	814.026	462.700	394.267	1434.931	510.598	436.398	1262.725	494.210	465.938	1118.810	331.422	444.851	905.107	382.296	486.903	882.607	303.470	481.931	840.214	358.636	75.931	1009.619	525.895	137.319	1050.538	533.488	224.227	1040.523	373.735	293.548	999.779	431.299	5.758	834.517	378.986	61.259	500.603	388.015	62.283	431.876	345.840	114.087	414.774	440.615	117.651	73.474	494.119	163.950	76.303	501.736	168.226	38.771	449.903	128.332	31.942	399.208	117.368	26.714	336.313	96.613	19.368	311.592	148.080	34.075	260.820	188.902	16.761	364.538	171.218	72.461	437.098	346.424	804.583	365.571	331.229	502.284	415.895	334.068	454.638	367.766	299.808	408.497	693.235	290.697	234.827	709.020	233.878	260.032	738.622	227.830	246.159	727.238	278.278	210.671	709.008	303.211	161.745	695.157	323.901	108.363	659.713	286.165	82.632	637.506	251.373	48.494	643.449	268.634	150.133
164	1.63000	439.127	106.753	1652.570	446.682	277.711	1646.824	319.524	196.816	1698.984	369.863	187.067	1405.248	337.698	188.197	1251.858	502.089	189.614	1497.799	520.776	185.121	1462.219	552.224	175.133	1329.671	510.770	179.261	1147.157	502.947	177.311	1108.595	511.155	177.114	1071.347	431.180	-20.939	1451.712	458.778	-59.991	1278.258	469.739	-71.877	1129.573	350.055	-68.454	894.264	401.160	-112.236	877.119	351.862	-108.501	818.803	451.335	394.012	1436.482	501.001	435.545	1264.427	486.136	464.582	1120.232	328.130	444.559	902.929	379.616	487.293	881.968	301.907	481.338	836.954	347.068	75.064	1010.709	514.080	137.226	1051.744	521.581	224.076	1042.509	361.783	292.538	1001.802	421.979	5.803	835.415	376.135	61.051	500.416	385.583	62.276	431.694	343.360	113.897	414.508	440.653	117.868	73.658	493.893	164.435	76.728	501.694	168.661	39.132	449.774	128.738	32.076	399.135	117.509	26.675	336.374	96.504	19.265	311.488	148.055	34.131	260.725	188.672	16.850	364.350	171.168	72.462	421.862	346.426	807.031	343.415	330.370	506.712	392.363	333.255	458.542	342.948	299.504	412.910	664.635	291.807	231.424	682.158	235.352	256.465	711.374	229.862	241.516	697.731	279.691	205.762	677.430	303.828	157.329	660.697	323.461	104.326	624.294	285.209	80.902	601.859	249.518	47.746	612.182	267.818	148.483
165	1.64000	426.958	106.788	1654.009	434.875	277.771	1648.133	307.499	197.061	1700.264	357.840	187.065	1406.764	325.663	187.906	1253.352	490.072	189.254	1499.137	508.730	184.516	1463.544	540.113	174.206	1330.975	498.774	178.479	1148.575	491.010	176.662	1110.052	499.134	176.689	1072.773	418.020	-20.967	1453.955	443.876	-61.076	1280.623	453.652	-73.713	1131.667	328.590	-68.421	899.129	378.982	-112.475	880.594	328.140	-108.367	823.661	440.277	393.722	1437.656	491.458	434.629	1265.905	478.208	463.299	1121.500	325.075	444.151	900.606	376.601	487.035	881.107	300.472	480.792	833.813	335.562	74.229	1011.679	502.295	137.254	1053.082	509.552	224.125	1044.190	349.533	291.622	1003.968	412.909	5.882	836.122	373.358	60.910	500.211	383.188	62.253	431.500	341.114	113.943	413.825	440.543	118.331	73.709	493.653	164.918	77.091	501.730	169.046	39.539	449.604	129.236	32.258	399.111	117.667	26.678	336.440	96.427	19.215	311.452	147.950	34.073	260.637	188.436	16.940	364.166	171.122	72.445	406.734	346.497	809.413	321.650	329.496	510.878	369.264	332.431	462.037	318.578	299.026	417.323	635.032	292.852	226.548	654.903	237.222	251.603	683.777	232.128	235.302	667.560	280.720	199.187	644.730	304.008	151.750	624.412	322.825	99.680	587.839	283.365	78.506	564.232	247.169	46.477	578.980	266.551	146.566
166	1.65000	414.816	106.852	1655.303	423.071	277.734	1649.165	295.497	197.474	1701.317	345.808	187.026	1408.060	313.729	187.618	1254.581	478.073	188.866	1500.300	496.723	184.037	1464.667	528.031	173.314	1332.148	486.867	177.853	1149.815	478.788	176.164	1111.309	487.827	176.500	1074.017	404.937	-20.959	1455.974	429.187	-62.209	1282.825	437.642	-75.619	1133.606	307.121	-68.239	904.073	356.664	-112.555	884.016	304.284	-107.965	828.606	429.080	393.454	1438.524	481.955	433.663	1267.177	470.384	461.973	1122.515	322.027	443.557	898.219	373.821	486.886	880.189	299.187	480.290	830.622	324.099	73.476	1012.381	490.604	137.304	1054.109	497.295	224.300	1045.589	337.423	290.917	1005.642	403.757	6.190	836.729	370.605	60.724	500.118	381.380	61.938	431.515	338.947	113.651	413.245	440.578	118.593	73.963	493.365	165.378	77.557	501.470	169.667	40.012	449.417	129.713	32.406	399.064	117.827	26.695	336.517	96.354	19.181	311.400	147.843	33.985	260.563	188.168	17.058	363.962	171.043	72.480	391.668	346.608	811.826	300.435	328.548	514.657	346.663	332.003	465.113	294.573	298.095	421.481	603.176	293.952	220.420	627.164	239.058	245.387	655.644	234.360	227.639	636.677	281.411	191.235	610.525	303.883	145.204	586.992	322.185	94.356	550.180	281.442	75.709	525.590	244.494	44.927	545.134	265.862	144.303
167	1.66000	402.688	106.978	1656.367	411.263	277.860	1649.913	283.501	197.844	1702.204	333.768	186.941	1409.110	301.777	187.310	1255.603	466.017	188.552	1501.267	484.711	183.451	1465.666	516.034	172.472	1333.046	474.982	177.297	1150.806	466.922	175.704	1112.326	475.888	176.351	1075.149	392.008	-21.016	1457.722	414.625	-63.332	1284.781	421.712	-77.628	1135.318	285.742	-67.952	909.006	334.344	-112.559	887.473	280.407	-107.377	833.613	417.755	393.199	1439.163	472.462	432.753	1268.250	462.692	460.309	1123.214	318.374	443.557	895.892	371.130	486.728	879.256	297.942	479.858	827.482	312.707	72.813	1012.822	478.918	137.338	1054.877	485.381	224.489	1046.654	325.320	290.277	1007.132	394.933	6.411	837.163	367.920	60.504	500.112	379.989	61.540	431.775	336.637	112.998	412.759	440.594	118.842	74.220	492.946	165.958	78.164	501.611	169.982	40.586	449.270	130.090	32.673	399.215	117.839	26.633	336.582	96.275	19.137	311.360	147.707	33.939	260.469	187.907	17.185	363.775	170.973	72.509	375.844	346.194	814.370	279.207	327.158	518.081	324.174	331.085	467.177	270.888	296.734	425.314	572.072	294.908	213.575	598.208	241.001	237.845	626.430	236.354	218.656	604.498	282.657	182.893	575.266	304.333	138.165	548.781	321.224	88.508	511.864	279.651	72.610	485.374	242.742	43.729	510.887	265.150	141.244
168	1.67000	390.548	107.134	1657.253	399.512	277.937	1650.413	271.530	198.396	1702.864	321.666	186.882	1409.937	289.857	186.971	1256.341	453.958	188.202	1502.011	472.622	183.023	1466.428	503.993	171.750	1333.853	463.109	176.840	1151.587	455.051	175.355	1113.048	464.059	176.192	1075.885	379.233	-21.066	1459.183	400.225	-64.486	1286.531	405.846	-79.726	1136.847	264.690	-67.904	914.030	311.957	-112.442	890.968	256.527	-106.534	838.740	406.338	392.961	1439.535	462.874	431.823	1269.058	454.745	459.202	1123.896	316.262	442.697	893.284	368.443	486.496	878.316	296.756	479.530	824.329	301.337	72.253	1013.034	467.294	137.455	1055.453	473.454	224.588	1047.605	313.204	289.786	1008.372	386.129	6.623	837.368	365.065	60.370	500.069	378.085	61.332	431.864	334.423	112.351	412.335	440.674	119.215	74.458	493.266	166.497	78.581	500.936	170.690	41.190	449.114	130.528	32.955	399.223	117.973	26.663	336.647	96.215	19.109	311.317	147.593	33.903	260.375	187.690	17.280	363.790	170.578	72.629	361.730	347.014	816.290	258.305	325.963	521.424	301.729	330.267	468.612	247.345	294.833	428.916	540.256	295.612	205.970	568.580	242.336	229.240	596.235	237.904	208.525	571.034	284.162	174.034	539.392	304.437	130.579	510.042	320.424	82.515	472.808	278.155	69.106	445.639	240.408	41.313	477.337	264.582	136.912
169	1.68000	378.393	107.322	1657.969	387.683	278.111	1650.617	259.556	198.922	1703.330	309.563	186.814	1410.439	277.948	186.686	1256.819	441.817	187.916	1502.586	460.560	182.569	1466.987	492.015	171.018	1334.475	451.270	176.526	1152.138	443.238	175.116	1113.652	452.232	176.189	1076.410	366.434	-21.101	1460.354	386.026	-65.598	1287.993	390.003	-81.671	1138.124	243.457	-67.344	919.003	289.841	-112.323	894.549	232.694	-105.553	843.931	394.876	392.745	1439.651	453.182	430.942	1269.654	446.761	458.097	1124.365	313.006	442.563	890.795	365.759	486.280	877.156	295.535	479.307	821.203	289.987	71.761	1013.054	456.161	137.451	1055.950	461.545	224.797	1048.251	301.089	289.285	1009.317	377.341	6.806	837.411	362.025	60.258	499.929	375.932	61.196	431.897	332.194	111.847	411.910	440.653	119.389	74.780	493.166	166.931	79.370	501.276	171.306	41.786	448.967	130.904	33.204	399.234	118.079	26.673	336.729	96.154	19.061	311.302	147.465	33.865	260.314	187.415	17.380	363.577	170.462	72.692	347.012	347.214	818.182	237.855	324.726	524.465	279.377	329.359	469.600	224.261	292.699	432.455	507.831	296.066	197.601	538.269	243.129	219.557	565.007	239.007	197.377	537.464	284.323	163.949	502.793	304.444	122.519	470.262	319.911	76.406	432.913	277.158	65.303	404.389	239.192	39.013	441.997	264.004	132.357
170	1.69000	366.190	107.519	1658.359	375.803	278.308	1650.565	247.614	199.555	1703.630	297.465	186.767	1410.725	266.033	186.414	1257.070	429.663	187.642	1502.914	448.425	182.168	1467.365	479.968	170.434	1334.840	439.491	176.320	1152.449	431.462	174.993	1113.958	440.491	176.221	1076.724	353.558	-21.078	1461.227	371.984	-66.671	1289.156	374.474	-83.756	1139.151	222.385	-66.713	923.953	267.635	-112.108	898.107	208.968	-104.397	849.156	383.329	392.581	1439.546	443.389	430.072	1270.013	438.640	456.977	1124.644	310.168	442.384	888.120	363.095	486.111	875.880	294.144	479.128	818.028	278.710	71.270	1012.896	444.637	137.656	1056.093	449.574	225.007	1048.685	289.029	288.815	1010.105	368.495	7.001	837.347	358.953	60.200	499.761	373.560	61.068	431.938	330.163	111.365	411.987	440.750	119.443	75.230	492.923	167.284	79.989	501.400	171.534	42.377	448.829	131.264	33.475	399.253	118.164	26.741	336.821	96.101	19.048	311.464	147.356	33.613	260.259	187.176	17.489	363.347	170.356	72.807	331.961	347.004	819.976	217.807	323.448	527.284	257.119	328.458	470.180	201.649	290.417	435.846	474.578	296.384	188.626	506.962	243.774	209.191	532.760	239.804	185.503	501.354	287.217	155.249	465.953	304.440	113.968	430.077	319.376	70.205	392.612	276.126	61.371	363.185	237.964	36.184	404.912	263.112	128.320
171	1.70000	353.993	107.773	1658.604	363.956	278.459	1650.222	235.570	200.291	1703.687	285.266	186.699	1410.717	254.161	186.195	1256.976	417.423	187.427	1502.973	436.255	181.793	1467.531	467.986	169.954	1335.013	427.662	176.231	1152.567	419.992	174.874	1113.968	428.738	176.321	1076.826	340.834	-21.090	1461.805	358.105	-67.701	1290.009	359.036	-85.793	1139.990	201.429	-66.008	928.885	245.456	-111.640	901.464	185.420	-103.127	854.387	371.690	392.452	1439.210	433.454	429.222	1270.161	430.358	455.854	1124.724	306.530	442.878	885.577	360.316	485.947	874.522	293.127	479.114	814.906	267.392	70.760	1012.504	432.725	138.053	1055.931	437.615	225.389	1048.848	276.917	288.312	1010.598	359.469	7.195	837.110	355.980	60.119	499.630	371.219	61.060	431.901	327.602	111.270	411.425	440.625	119.641	75.607	492.603	167.696	80.606	501.014	171.461	43.213	448.734	131.614	33.821	399.271	118.288	26.806	336.902	96.087	19.017	311.534	147.234	33.529	260.195	186.925	17.597	362.322	169.600	73.289	317.885	347.347	821.204	197.964	322.407	530.040	235.108	327.071	470.054	179.740	287.713	438.959	441.299	296.802	179.475	474.788	244.484	198.299	499.464	240.008	173.280	467.011	285.658	143.091	427.911	304.241	105.561	389.305	318.850	64.066	351.811	275.381	57.261	321.161	237.009	33.713	367.471	262.587	123.492
172	1.71000	341.749	108.007	1658.570	352.037	278.646	1649.699	223.487	201.084	1703.565	273.075	186.698	1410.458	242.212	186.009	1256.704	405.157	187.273	1502.883	424.093	181.504	1467.489	456.009	169.555	1335.013	415.864	176.242	1152.466	408.190	174.921	1113.869	416.921	176.564	1076.702	328.147	-21.103	1462.041	344.333	-68.657	1290.542	343.658	-87.852	1140.544	180.715	-65.239	933.714	223.504	-111.080	904.780	162.075	-101.761	859.664	359.983	392.344	1438.700	422.809	428.677	1270.265	421.931	454.752	1124.656	303.253	442.899	882.881	357.087	485.916	873.212	291.728	479.207	811.849	256.113	70.269	1011.919	420.830	138.514	1055.622	425.276	225.368	1048.559	264.856	287.834	1010.820	350.348	7.390	836.810	353.087	60.014	499.518	368.854	61.012	431.979	325.361	111.022	411.240	440.593	119.972	76.070	492.168	167.584	81.727	500.399	171.988	43.662	448.655	131.998	34.267	399.299	118.439	26.957	337.020	96.053	19.005	311.527	147.148	33.479	260.160	186.641	17.629	361.768	169.126	73.898	303.509	347.767	822.328	179.040	321.475	532.434	212.626	327.544	470.264	157.960	285.366	442.163	406.752	296.764	169.695	442.114	244.769	187.019	465.121	241.129	160.737	429.938	286.061	132.147	388.625	303.703	97.408	347.895	318.087	58.097	310.526	274.387	53.534	278.775	235.849	31.779	330.759	261.034	118.335
173	1.72000	329.480	108.274	1658.339	340.119	278.854	1648.924	211.560	201.436	1703.169	260.796	186.698	1409.985	230.328	185.875	1256.156	392.867	186.845	1502.692	411.809	181.310	1467.227	443.968	169.270	1334.789	403.989	176.319	1152.184	396.382	175.043	1113.530	405.110	176.814	1076.374	315.464	-21.055	1462.020	330.620	-69.528	1290.819	328.353	-89.829	1140.852	160.257	-64.416	938.399	201.515	-110.296	907.823	139.048	-100.349	864.886	348.236	392.275	1437.981	412.538	427.943	1270.001	412.955	453.830	1124.627	299.775	443.012	880.163	353.981	485.806	871.838	290.123	479.421	808.840	245.639	69.844	1010.467	409.158	138.934	1055.159	413.211	225.719	1048.327	252.798	287.367	1010.836	341.157	7.593	836.394	350.186	59.880	499.418	366.858	60.863	431.908	323.027	110.756	410.955	440.749	120.473	76.543	491.458	168.505	82.116	500.414	173.127	44.140	448.561	132.470	34.688	399.339	118.653	27.150	337.416	96.180	18.895	311.894	147.248	33.223	260.497	186.543	17.516	361.720	168.974	73.931	289.572	348.122	823.015	160.835	320.490	534.432	190.714	327.230	470.159	137.192	283.070	444.969	371.787	296.983	160.003	408.778	245.698	175.494	430.852	242.272	147.425	392.993	286.497	121.171	348.584	303.472	89.468	305.895	317.074	52.448	269.197	273.324	49.982	235.927	234.419	30.350	293.516	260.308	113.309
174	1.73000	317.161	108.545	1657.848	328.042	279.083	1647.938	199.434	202.067	1702.600	248.452	186.726	1409.282	218.287	185.740	1255.432	380.050	186.726	1502.644	399.456	181.144	1466.822	431.889	169.099	1334.402	392.128	176.504	1151.641	384.513	175.281	1113.020	393.307	177.123	1075.913	302.813	-21.008	1461.729	316.903	-70.287	1290.809	313.094	-91.654	1140.954	140.002	-63.577	942.976	180.073	-109.497	910.902	116.428	-98.468	869.859	336.299	392.275	1437.063	402.098	427.245	1269.590	404.176	452.740	1124.211	296.051	443.214	877.450	350.662	485.677	870.436	288.341	479.645	805.896	233.670	69.356	1009.956	397.483	139.430	1054.583	401.332	226.219	1048.021	240.759	286.914	1010.644	331.932	7.776	835.896	347.330	59.750	499.439	365.080	61.150	431.989	320.592	110.358	410.670	440.687	121.023	76.913	490.419	168.659	82.729	500.018	173.845	44.987	448.532	133.160	34.687	399.475	118.950	27.193	337.589	96.245	18.898	311.884	147.173	33.161	260.591	186.128	17.470	362.284	170.679	72.883	275.764	348.473	823.362	143.511	319.635	536.002	170.468	326.355	469.548	117.226	281.057	447.566	335.646	296.776	150.029	374.149	246.002	163.661	393.923	241.707	134.788	354.831	286.590	110.538	308.797	303.038	80.983	263.425	315.849	47.107	226.585	271.508	47.811	192.863	232.559	29.687	255.236	258.994	108.774
