NO_OF_FRAMES	386
NO_OF_CAMERAS	16
NO_OF_MARKERS	61
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-09-06, 20:13:53	12858.09897148
DATA_INCLUDED	3D
MARKER_NAMES	L_HEAD	R_HEAD	SGL	SJN	SXS	CV7	TV2	MAI	LV1	LV3	LV5	L_SAE	L_HUM	L_HLE	L_RSP	L_USP	L_HM2	R_SAE	R_HUM	R_HLE	R_RSP	R_USP	R_HM2	L_IAS	L_IPS	R_IPS	R_IAS	L_FTC	L_FLE	L_FME	L_FAX	L_TTC	L_FAL	L_TAM	L_FCC2	L_FCC	L_LCAL	L_FMT	L_FM5	L_FM2	L_PM6	L_FM1	L_P1MT	L_MCAL	R_FTC	R_FLE	R_FME	R_FAX	R_TTC	R_FAL	R_TAM	R_FCC2	R_FCC	R_LCAL	R_FMT	R_FM5	R_FM2	R_PM6	R_FM1	R_P1MT	R_MCAL
Frame	Time	L_HEAD X	L_HEAD Y	L_HEAD Z	R_HEAD X	R_HEAD Y	R_HEAD Z	SGL X	SGL Y	SGL Z	SJN X	SJN Y	SJN Z	SXS X	SXS Y	SXS Z	CV7 X	CV7 Y	CV7 Z	TV2 X	TV2 Y	TV2 Z	MAI X	MAI Y	MAI Z	LV1 X	LV1 Y	LV1 Z	LV3 X	LV3 Y	LV3 Z	LV5 X	LV5 Y	LV5 Z	L_SAE X	L_SAE Y	L_SAE Z	L_HUM X	L_HUM Y	L_HUM Z	L_HLE X	L_HLE Y	L_HLE Z	L_RSP X	L_RSP Y	L_RSP Z	L_USP X	L_USP Y	L_USP Z	L_HM2 X	L_HM2 Y	L_HM2 Z	R_SAE X	R_SAE Y	R_SAE Z	R_HUM X	R_HUM Y	R_HUM Z	R_HLE X	R_HLE Y	R_HLE Z	R_RSP X	R_RSP Y	R_RSP Z	R_USP X	R_USP Y	R_USP Z	R_HM2 X	R_HM2 Y	R_HM2 Z	L_IAS X	L_IAS Y	L_IAS Z	L_IPS X	L_IPS Y	L_IPS Z	R_IPS X	R_IPS Y	R_IPS Z	R_IAS X	R_IAS Y	R_IAS Z	L_FTC X	L_FTC Y	L_FTC Z	L_FLE X	L_FLE Y	L_FLE Z	L_FME X	L_FME Y	L_FME Z	L_FAX X	L_FAX Y	L_FAX Z	L_TTC X	L_TTC Y	L_TTC Z	L_FAL X	L_FAL Y	L_FAL Z	L_TAM X	L_TAM Y	L_TAM Z	L_FCC2 X	L_FCC2 Y	L_FCC2 Z	L_FCC X	L_FCC Y	L_FCC Z	L_LCAL X	L_LCAL Y	L_LCAL Z	L_FMT X	L_FMT Y	L_FMT Z	L_FM5 X	L_FM5 Y	L_FM5 Z	L_FM2 X	L_FM2 Y	L_FM2 Z	L_PM6 X	L_PM6 Y	L_PM6 Z	L_FM1 X	L_FM1 Y	L_FM1 Z	L_P1MT X	L_P1MT Y	L_P1MT Z	L_MCAL X	L_MCAL Y	L_MCAL Z	R_FTC X	R_FTC Y	R_FTC Z	R_FLE X	R_FLE Y	R_FLE Z	R_FME X	R_FME Y	R_FME Z	R_FAX X	R_FAX Y	R_FAX Z	R_TTC X	R_TTC Y	R_TTC Z	R_FAL X	R_FAL Y	R_FAL Z	R_TAM X	R_TAM Y	R_TAM Z	R_FCC2 X	R_FCC2 Y	R_FCC2 Z	R_FCC X	R_FCC Y	R_FCC Z	R_LCAL X	R_LCAL Y	R_LCAL Z	R_FMT X	R_FMT Y	R_FMT Z	R_FM5 X	R_FM5 Y	R_FM5 Z	R_FM2 X	R_FM2 Y	R_FM2 Z	R_PM6 X	R_PM6 Y	R_PM6 Z	R_FM1 X	R_FM1 Y	R_FM1 Z	R_P1MT X	R_P1MT Y	R_P1MT Z	R_MCAL X	R_MCAL Y	R_MCAL Z	
11	0.10000	547.145	484.067	1654.478	539.359	313.910	1642.840	656.754	391.224	1715.673	626.821	411.917	1412.553	665.371	409.689	1261.612	495.082	406.317	1498.667	474.479	410.792	1465.103	447.738	419.028	1329.288	499.671	412.694	1148.148	510.350	414.709	1110.038	504.547	413.532	1073.004	522.605	605.499	1472.431	454.266	643.142	1318.770	424.098	673.394	1176.153	679.807	659.668	1173.342	684.442	672.985	1106.426	750.243	683.987	1138.468	515.630	212.953	1458.391	426.944	188.173	1305.425	414.468	143.533	1169.281	671.804	158.958	1179.137	667.782	146.203	1112.168	733.931	118.078	1162.651	668.973	520.682	1014.608	502.256	452.983	1051.827	497.634	365.704	1045.340	659.617	301.059	1012.872	567.214	589.454	843.302	542.501	572.841	508.203	520.288	459.319	514.062	526.431	577.500	440.389	568.824	526.938	418.899	488.025	544.801	75.783	497.601	465.986	97.202	434.311	499.254	75.802	427.509	498.070	38.132	479.720	537.727	33.534	531.429	547.422	27.814	594.609	566.622	19.035	617.824	514.861	34.086	668.758	475.681	16.175	631.669	465.439	18.463	564.043	491.034	71.986	485.223	468.619	33.473	568.602	236.811	821.893	552.650	248.064	509.271	539.111	351.670	489.498	525.548	235.026	439.195	580.065	280.658	424.518	482.290	260.704	77.929	512.195	340.118	88.714	440.536	310.514	74.300	433.146	311.564	39.085	480.087	269.268	33.690	533.845	253.072	27.676	590.231	230.726	20.412	629.277	279.668	31.282	670.342	320.246	17.758	638.901	329.911	22.394	571.778	300.351	71.876	488.935	335.550	34.547
12	0.11000	547.134	484.265	1654.467	539.269	314.075	1642.876	656.693	391.354	1715.675	626.863	412.041	1412.622	665.454	409.786	1261.692	495.051	406.433	1498.675	474.490	410.897	1465.098	447.747	419.131	1329.275	499.708	412.773	1148.105	510.369	414.777	1110.043	504.572	413.586	1072.970	522.687	605.641	1472.453	454.312	643.256	1318.840	424.200	673.518	1176.173	679.887	659.581	1173.326	684.487	672.945	1106.465	750.331	683.839	1138.437	515.679	213.056	1458.466	427.080	188.222	1305.437	414.647	143.576	1169.312	671.992	159.101	1179.209	667.967	146.312	1112.228	734.147	118.235	1162.704	669.044	520.764	1014.562	502.300	453.036	1051.807	497.679	365.758	1045.344	659.632	301.111	1012.857	567.292	589.489	843.285	542.591	572.928	508.226	520.351	459.347	514.079	526.491	577.537	440.363	568.880	526.951	418.896	488.011	544.835	75.791	497.561	466.000	97.238	434.306	499.222	75.777	427.502	498.060	38.122	479.713	537.698	33.494	531.418	547.427	27.826	594.603	566.621	19.044	617.813	514.851	34.074	668.762	475.661	16.174	631.667	465.433	18.450	564.054	491.009	71.967	485.226	468.610	33.454	568.630	236.841	821.889	552.655	248.078	509.275	539.114	351.698	489.509	525.559	235.059	439.201	580.097	280.668	424.520	482.300	260.711	77.944	512.184	340.130	88.713	440.530	310.523	74.320	433.157	311.577	39.071	480.085	269.270	33.695	533.851	253.066	27.683	590.246	230.722	20.408	629.274	279.658	31.271	670.349	320.243	17.754	638.908	329.919	22.389	571.801	300.326	71.859	488.939	335.547	34.546
13	0.12000	547.120	484.401	1654.412	539.199	314.242	1642.924	656.624	391.521	1715.739	626.939	412.140	1412.677	665.589	409.860	1261.789	495.072	406.565	1498.637	474.462	411.015	1465.084	447.778	419.238	1329.253	499.755	412.851	1148.101	510.394	414.854	1110.024	504.592	413.661	1072.992	522.771	605.771	1472.509	454.402	643.390	1318.884	424.255	673.604	1176.231	679.950	659.510	1173.379	684.558	672.869	1106.482	750.391	683.716	1138.454	515.753	213.145	1458.499	427.185	188.305	1305.466	414.832	143.648	1169.332	672.172	159.231	1179.255	668.153	146.467	1112.282	734.385	118.427	1162.799	669.096	520.841	1014.515	502.310	453.100	1051.823	497.682	365.817	1045.352	659.631	301.149	1012.853	567.356	589.570	843.278	542.629	572.904	508.176	520.367	459.387	514.079	526.557	577.545	440.357	568.930	526.992	418.905	488.029	544.843	75.789	497.606	466.005	97.208	434.316	499.248	75.791	427.518	498.067	38.135	479.713	537.736	33.513	531.440	547.438	27.831	594.617	566.609	19.059	617.810	514.874	34.075	668.751	475.664	16.151	631.691	465.446	18.475	564.063	491.035	71.983	485.226	468.605	33.481	568.631	236.886	821.878	552.680	248.119	509.260	539.122	351.724	489.514	525.568	235.085	439.201	580.102	280.695	424.513	482.284	260.696	77.952	512.203	340.131	88.699	440.536	310.520	74.306	433.146	311.601	39.078	480.100	269.267	33.695	533.867	253.084	27.671	590.247	230.731	20.394	629.276	279.668	31.263	670.347	320.231	17.756	638.913	329.923	22.384	571.759	300.340	71.873	488.961	335.541	34.538
14	0.13000	547.112	484.546	1654.386	539.110	314.420	1642.943	656.557	391.624	1715.781	627.006	412.265	1412.766	665.695	409.956	1261.884	495.053	406.680	1498.634	474.459	411.127	1465.082	447.804	419.335	1329.238	499.762	412.932	1148.107	510.422	414.929	1110.024	504.649	413.738	1072.979	522.882	605.910	1472.544	454.429	643.467	1318.974	424.333	673.692	1176.295	679.999	659.460	1173.414	684.609	672.781	1106.528	750.464	683.585	1138.493	515.825	213.242	1458.558	427.317	188.358	1305.498	415.037	143.704	1169.339	672.361	159.390	1179.310	668.358	146.605	1112.327	734.609	118.619	1162.818	669.164	520.923	1014.492	502.360	453.176	1051.809	497.728	365.890	1045.347	659.655	301.217	1012.871	567.403	589.592	843.270	542.703	572.971	508.195	520.390	459.422	514.078	526.618	577.576	440.337	568.964	526.986	418.879	488.050	544.853	75.760	497.617	466.012	97.212	434.327	499.262	75.813	427.518	498.065	38.139	479.724	537.733	33.502	531.423	547.430	27.812	594.595	566.619	19.049	617.832	514.873	34.088	668.765	475.667	16.157	631.672	465.431	18.469	564.047	491.027	71.969	485.241	468.613	33.462	568.670	236.919	821.914	552.712	248.151	509.262	539.185	351.778	489.509	525.588	235.106	439.186	580.132	280.715	424.503	482.287	260.693	77.949	512.201	340.132	88.719	440.551	310.512	74.325	433.144	311.586	39.092	480.098	269.270	33.688	533.861	253.083	27.684	590.237	230.735	20.406	629.279	279.655	31.276	670.345	320.264	17.759	638.908	329.915	22.386	571.801	300.332	71.865	488.943	335.531	34.553
15	0.14000	547.101	484.666	1654.383	539.018	314.549	1642.950	656.492	391.726	1715.832	627.052	412.346	1412.835	665.794	410.071	1261.963	495.038	406.802	1498.647	474.463	411.215	1465.090	447.834	419.413	1329.241	499.792	412.995	1148.095	510.437	414.996	1110.046	504.683	413.793	1072.985	523.006	606.038	1472.571	454.541	643.600	1319.007	424.398	673.786	1176.363	680.040	659.409	1173.471	684.668	672.742	1106.591	750.542	683.502	1138.500	515.901	213.350	1458.630	427.446	188.412	1305.502	415.240	143.772	1169.385	672.544	159.567	1179.342	668.516	146.775	1112.382	734.819	118.816	1162.899	669.201	520.992	1014.469	502.359	453.240	1051.798	497.755	365.969	1045.346	659.685	301.250	1012.864	567.487	589.663	843.253	542.743	572.988	508.178	520.448	459.444	514.066	526.668	577.589	440.319	568.993	527.000	418.869	488.051	544.868	75.753	497.598	466.004	97.218	434.316	499.216	75.785	427.517	498.073	38.128	479.714	537.725	33.489	531.431	547.422	27.813	594.611	566.610	19.016	617.828	514.872	34.084	668.754	475.674	16.161	631.668	465.435	18.451	564.061	491.035	71.962	485.246	468.609	33.485	568.717	236.969	821.887	552.746	248.193	509.268	539.207	351.790	489.507	525.615	235.151	439.191	580.152	280.749	424.538	482.318	260.733	77.934	512.226	340.160	88.712	440.556	310.516	74.302	433.157	311.589	39.106	480.117	269.278	33.695	533.874	253.089	27.686	590.225	230.735	20.409	629.293	279.677	31.274	670.366	320.252	17.745	638.921	329.910	22.382	571.790	300.320	71.855	488.977	335.544	34.528
16	0.15000	547.086	484.800	1654.369	538.964	314.667	1642.981	656.408	391.833	1715.855	627.132	412.457	1412.921	665.919	410.174	1262.077	495.040	406.908	1498.636	474.453	411.323	1465.071	447.889	419.524	1329.229	499.836	413.092	1148.098	510.470	415.096	1110.015	504.732	413.889	1073.001	523.101	606.155	1472.644	454.589	643.704	1319.073	424.433	673.872	1176.430	680.069	659.407	1173.523	684.700	672.649	1106.635	750.589	683.430	1138.547	515.966	213.445	1458.682	427.597	188.468	1305.545	415.407	143.835	1169.402	672.700	159.743	1179.403	668.694	146.951	1112.386	735.038	119.082	1162.928	669.266	521.064	1014.453	502.427	453.322	1051.791	497.798	366.042	1045.351	659.719	301.318	1012.879	567.559	589.714	843.253	542.774	573.000	508.166	520.477	459.495	514.068	526.698	577.626	440.312	569.014	527.033	418.857	488.039	544.870	75.762	497.577	465.997	97.241	434.318	499.271	75.805	427.512	498.079	38.136	479.715	537.745	33.497	531.414	547.430	27.822	594.619	566.617	19.057	617.828	514.864	34.083	668.761	475.655	16.185	631.675	465.428	18.451	564.066	491.035	71.972	485.238	468.622	33.475	568.717	237.033	821.924	552.775	248.238	509.277	539.271	351.840	489.517	525.644	235.192	439.208	580.194	280.775	424.536	482.310	260.716	77.969	512.232	340.155	88.728	440.566	310.524	74.331	433.179	311.580	39.098	480.111	269.283	33.704	533.873	253.098	27.691	590.250	230.747	20.414	629.289	279.663	31.283	670.363	320.261	17.741	638.926	329.922	22.385	571.795	300.354	71.879	488.963	335.518	34.517
17	0.16000	547.047	484.886	1654.329	538.879	314.751	1643.013	656.333	391.913	1715.917	627.210	412.536	1412.988	666.058	410.254	1262.173	495.064	406.995	1498.612	474.492	411.405	1465.062	447.946	419.618	1329.219	499.855	413.155	1148.107	510.531	415.174	1110.029	504.774	413.948	1073.000	523.201	606.259	1472.672	454.659	643.770	1319.161	424.498	673.980	1176.491	680.106	659.402	1173.590	684.733	672.657	1106.703	750.648	683.355	1138.625	516.037	213.523	1458.727	427.726	188.515	1305.555	415.616	143.910	1169.396	672.885	159.952	1179.413	668.897	147.137	1112.430	735.253	119.325	1162.975	669.328	521.105	1014.445	502.472	453.404	1051.814	497.836	366.114	1045.353	659.770	301.388	1012.892	567.625	589.765	843.233	542.815	573.038	508.180	520.496	459.516	514.097	526.715	577.665	440.308	569.039	527.060	418.846	488.046	544.857	75.771	497.610	466.007	97.225	434.304	499.266	75.790	427.509	498.084	38.134	479.719	537.755	33.509	531.432	547.436	27.821	594.612	566.614	19.050	617.825	514.861	34.086	668.768	475.670	16.179	631.672	465.437	18.452	564.051	491.014	71.958	485.246	468.610	33.466	568.767	237.078	821.926	552.821	248.265	509.280	539.314	351.869	489.519	525.683	235.222	439.194	580.211	280.795	424.539	482.352	260.737	77.969	512.247	340.167	88.710	440.568	310.538	74.352	433.162	311.574	39.104	480.112	269.287	33.710	533.889	253.093	27.705	590.233	230.740	20.417	629.288	279.673	31.260	670.370	320.276	17.752	638.932	329.911	22.376	571.816	300.345	71.857	488.971	335.536	34.541
18	0.17000	547.005	484.998	1654.332	538.809	314.836	1643.028	656.248	391.999	1715.957	627.311	412.635	1413.047	666.184	410.369	1262.259	495.088	407.095	1498.615	474.518	411.503	1465.052	447.995	419.705	1329.211	499.924	413.262	1148.085	510.535	415.258	1110.051	504.806	414.051	1072.995	523.299	606.361	1472.734	454.743	643.886	1319.238	424.564	674.088	1176.571	680.148	659.386	1173.664	684.778	672.618	1106.758	750.677	683.324	1138.716	516.112	213.608	1458.781	427.851	188.576	1305.591	415.802	143.984	1169.411	672.962	160.133	1179.537	669.105	147.311	1112.446	735.447	119.537	1163.019	669.395	521.171	1014.434	502.516	453.498	1051.800	497.869	366.196	1045.347	659.801	301.430	1012.916	567.686	589.832	843.230	542.846	573.052	508.146	520.524	459.561	514.085	526.735	577.665	440.292	569.053	527.095	418.855	488.044	544.869	75.763	497.602	466.010	97.227	434.319	499.287	75.814	427.500	498.085	38.140	479.741	537.744	33.500	531.425	547.429	27.827	594.612	566.612	19.032	617.825	514.867	34.081	668.753	475.665	16.174	631.667	465.427	18.457	564.055	491.035	71.965	485.224	468.621	33.480	568.805	237.165	821.925	552.849	248.304	509.299	539.299	351.892	489.505	525.712	235.276	439.212	580.232	280.851	424.534	482.342	260.749	77.976	512.252	340.167	88.723	440.584	310.553	74.340	433.172	311.588	39.119	480.125	269.307	33.725	533.892	253.104	27.714	590.241	230.754	20.406	629.295	279.664	31.273	670.373	320.263	17.738	638.939	329.924	22.381	571.805	300.344	71.883	488.987	335.530	34.541
19	0.18000	546.966	485.066	1654.317	538.751	314.905	1643.012	656.151	392.064	1716.034	627.406	412.718	1413.138	666.340	410.460	1262.343	495.139	407.179	1498.583	474.575	411.576	1465.036	448.034	419.786	1329.205	499.970	413.337	1148.085	510.585	415.333	1110.025	504.863	414.119	1072.991	523.389	606.442	1472.789	454.791	643.945	1319.322	424.600	674.171	1176.652	680.175	659.386	1173.741	684.832	672.628	1106.836	750.742	683.278	1138.786	516.209	213.683	1458.798	427.977	188.639	1305.590	415.981	144.044	1169.406	673.222	160.362	1179.478	669.286	147.562	1112.497	735.634	119.775	1163.061	669.474	521.256	1014.427	502.573	453.590	1051.786	497.924	366.283	1045.352	659.826	301.496	1012.901	567.708	589.889	843.226	542.900	573.112	508.148	520.527	459.577	514.101	526.755	577.704	440.313	569.078	527.084	418.813	488.054	544.865	75.773	497.609	466.031	97.194	434.319	499.251	75.792	427.502	498.076	38.133	479.712	537.715	33.487	531.432	547.428	27.815	594.621	566.628	19.046	617.825	514.871	34.090	668.755	475.668	16.157	631.665	465.432	18.470	564.062	491.028	71.964	485.246	468.606	33.499	568.837	237.209	821.924	552.883	248.351	509.310	539.370	351.952	489.517	525.728	235.303	439.236	580.279	280.867	424.535	482.328	260.746	78.001	512.232	340.170	88.731	440.585	310.542	74.356	433.173	311.599	39.132	480.121	269.322	33.714	533.881	253.104	27.700	590.258	230.747	20.429	629.310	279.686	31.284	670.357	320.260	17.738	638.930	329.922	22.380	571.823	300.344	71.882	488.984	335.553	34.550
20	0.19000	546.925	485.132	1654.253	538.717	314.985	1643.022	656.063	392.116	1716.087	627.539	412.766	1413.175	666.449	410.531	1262.405	495.171	407.241	1498.602	474.630	411.626	1465.042	448.115	419.872	1329.185	500.016	413.430	1148.069	510.631	415.430	1110.038	504.918	414.219	1072.985	523.514	606.529	1472.849	454.865	644.037	1319.376	424.630	674.280	1176.747	680.242	659.411	1173.813	684.880	672.636	1106.918	750.818	683.259	1138.841	516.306	213.734	1458.850	428.098	188.692	1305.606	416.150	144.135	1169.409	673.303	160.558	1179.586	669.465	147.762	1112.545	735.814	120.006	1163.142	669.537	521.324	1014.413	502.605	453.664	1051.802	497.952	366.363	1045.355	659.906	301.559	1012.900	567.766	589.947	843.208	542.890	573.114	508.148	520.604	459.609	514.074	526.773	577.711	440.293	569.101	527.119	418.834	488.044	544.866	75.752	497.597	466.025	97.210	434.311	499.275	75.806	427.500	498.072	38.136	479.708	537.746	33.509	531.423	547.435	27.795	594.607	566.612	19.040	617.815	514.867	34.084	668.752	475.679	16.172	631.661	465.432	18.437	564.030	491.030	71.959	485.249	468.619	33.482	568.870	237.287	821.942	552.911	248.397	509.305	539.396	351.977	489.491	525.750	235.341	439.222	580.295	280.906	424.540	482.323	260.749	78.000	512.232	340.164	88.735	440.581	310.538	74.345	433.179	311.602	39.135	480.119	269.287	33.738	533.883	253.109	27.687	590.250	230.747	20.409	629.321	279.663	31.256	670.387	320.257	17.733	638.938	329.908	22.373	571.837	300.351	71.850	488.967	335.521	34.554
21	0.20000	546.883	485.206	1654.209	538.669	315.020	1643.004	655.962	392.208	1716.137	627.619	412.806	1413.233	666.582	410.617	1262.472	495.207	407.287	1498.578	474.676	411.700	1465.017	448.174	419.939	1329.190	500.060	413.507	1148.083	510.669	415.511	1110.032	504.945	414.300	1072.988	523.627	606.589	1472.912	454.997	644.137	1319.443	424.692	674.368	1176.840	680.300	659.427	1173.901	684.943	672.673	1107.022	750.897	683.245	1138.915	516.431	213.764	1458.865	428.217	188.737	1305.615	416.322	144.217	1169.393	673.456	160.754	1179.605	669.627	147.931	1112.614	736.001	120.245	1163.188	669.600	521.403	1014.416	502.689	453.740	1051.778	497.984	366.448	1045.352	659.945	301.642	1012.875	567.797	590.003	843.199	542.906	573.149	508.126	520.655	459.655	514.049	526.764	577.736	440.292	569.091	527.146	418.840	488.036	544.867	75.744	497.606	466.017	97.212	434.316	499.234	75.819	427.508	498.079	38.147	479.714	537.731	33.483	531.408	547.431	27.818	594.614	566.628	19.041	617.806	514.870	34.067	668.763	475.667	16.158	631.676	465.433	18.461	564.057	491.028	71.973	485.246	468.621	33.466	568.903	237.340	821.946	552.928	248.423	509.299	539.404	352.031	489.485	525.757	235.372	439.245	580.295	280.914	424.524	482.364	260.782	78.012	512.264	340.174	88.717	440.582	310.557	74.366	433.194	311.613	39.137	480.139	269.311	33.744	533.881	253.120	27.705	590.254	230.752	20.410	629.319	279.678	31.265	670.380	320.267	17.731	638.942	329.929	22.381	571.810	300.375	71.884	488.999	335.568	34.554
22	0.21000	546.828	485.261	1654.191	538.626	315.097	1642.973	655.860	392.244	1716.213	627.746	412.896	1413.280	666.733	410.695	1262.553	495.277	407.326	1498.563	474.756	411.743	1465.015	448.244	420.007	1329.183	500.112	413.586	1148.072	510.719	415.593	1110.023	505.029	414.374	1072.960	523.733	606.658	1472.979	455.085	644.221	1319.522	424.758	674.474	1176.935	680.356	659.460	1174.011	684.996	672.732	1107.137	750.975	683.287	1139.011	516.554	213.820	1458.863	428.352	188.792	1305.606	416.487	144.309	1169.379	673.612	160.910	1179.641	669.790	148.126	1112.617	736.174	120.447	1163.215	669.676	521.479	1014.417	502.748	453.804	1051.742	498.058	366.518	1045.330	659.988	301.691	1012.873	567.832	590.066	843.169	542.883	573.185	508.149	520.646	459.676	514.072	526.753	577.759	440.311	569.101	527.195	418.828	488.046	544.868	75.744	497.586	466.023	97.230	434.322	499.272	75.830	427.504	498.060	38.154	479.719	537.715	33.494	531.417	547.421	27.793	594.612	566.629	19.049	617.822	514.869	34.054	668.753	475.675	16.160	631.662	465.448	18.463	564.056	491.042	71.959	485.239	468.609	33.477	568.934	237.406	821.934	552.938	248.477	509.302	539.427	352.062	489.492	525.757	235.414	439.229	580.306	280.961	424.523	482.344	260.778	78.016	512.272	340.184	88.724	440.582	310.543	74.358	433.185	311.621	39.137	480.143	269.292	33.722	533.887	253.108	27.706	590.242	230.752	20.420	629.321	279.673	31.252	670.377	320.266	17.720	638.943	329.913	22.378	571.832	300.367	71.882	488.970	335.542	34.559
23	0.22000	546.764	485.284	1654.148	538.580	315.121	1642.944	655.749	392.330	1716.262	627.872	412.959	1413.310	666.883	410.778	1262.603	495.338	407.374	1498.565	474.819	411.789	1465.007	448.315	420.069	1329.174	500.144	413.690	1148.083	510.765	415.667	1110.040	505.042	414.462	1072.978	523.891	606.716	1473.048	455.172	644.286	1319.610	424.850	674.593	1177.020	680.438	659.523	1174.127	685.092	672.797	1107.206	751.079	683.287	1139.101	516.687	213.838	1458.861	428.486	188.864	1305.603	416.649	144.402	1169.338	673.843	161.072	1179.586	669.943	148.324	1112.614	736.356	120.667	1163.228	669.744	521.563	1014.397	502.789	453.899	1051.759	498.083	366.628	1045.334	660.054	301.769	1012.869	567.859	590.146	843.162	542.898	573.217	508.131	520.669	459.718	514.085	526.751	577.795	440.316	569.099	527.219	418.816	488.016	544.860	75.746	497.588	466.026	97.234	434.332	499.272	75.822	427.504	498.058	38.147	479.709	537.711	33.507	531.451	547.433	27.831	594.609	566.638	19.036	617.825	514.875	34.068	668.755	475.678	16.155	631.671	465.461	18.451	564.045	491.063	71.967	485.247	468.598	33.478	568.990	237.462	821.931	552.943	248.516	509.321	539.438	352.111	489.480	525.782	235.447	439.269	580.306	281.010	424.531	482.332	260.789	77.999	512.274	340.216	88.723	440.602	310.569	74.365	433.171	311.615	39.153	480.139	269.316	33.721	533.891	253.117	27.704	590.257	230.751	20.421	629.321	279.679	31.258	670.380	320.264	17.726	638.947	329.929	22.366	571.816	300.405	71.873	488.995	335.555	34.527
24	0.23000	546.732	485.358	1654.105	538.578	315.171	1642.935	655.674	392.362	1716.338	627.988	412.982	1413.401	667.006	410.838	1262.655	495.394	407.421	1498.547	474.890	411.839	1465.000	448.385	420.126	1329.186	500.207	413.755	1148.082	510.830	415.762	1110.032	505.133	414.553	1072.949	524.021	606.781	1473.102	455.294	644.395	1319.695	424.933	674.680	1177.136	680.541	659.587	1174.222	685.183	672.899	1107.326	751.198	683.318	1139.194	516.800	213.901	1458.881	428.617	188.901	1305.601	416.809	144.491	1169.313	673.994	161.240	1179.587	670.140	148.498	1112.650	736.531	120.853	1163.239	669.822	521.630	1014.408	502.849	453.983	1051.751	498.155	366.692	1045.321	660.107	301.846	1012.847	567.915	590.221	843.146	542.885	573.269	508.148	520.676	459.757	514.093	526.729	577.811	440.317	569.097	527.270	418.840	488.014	544.866	75.768	497.608	466.022	97.261	434.332	499.250	75.798	427.505	498.047	38.161	479.710	537.714	33.514	531.421	547.427	27.803	594.607	566.626	19.029	617.828	514.885	34.086	668.753	475.683	16.173	631.670	465.459	18.475	564.056	491.056	71.967	485.244	468.596	33.486	569.010	237.529	821.955	552.934	248.561	509.313	539.438	352.156	489.474	525.777	235.485	439.258	580.316	281.036	424.537	482.344	260.792	78.012	512.270	340.204	88.719	440.581	310.569	74.385	433.182	311.635	39.155	480.141	269.329	33.734	533.903	253.130	27.719	590.255	230.753	20.417	629.324	279.674	31.267	670.397	320.266	17.736	638.962	329.935	22.387	571.842	300.387	71.874	489.001	335.547	34.534
25	0.24000	546.658	485.331	1654.072	538.580	315.178	1642.900	655.597	392.404	1716.382	628.106	413.036	1413.444	667.158	410.931	1262.716	495.457	407.454	1498.550	474.944	411.877	1465.004	448.457	420.186	1329.173	500.260	413.862	1148.067	510.938	415.867	1109.987	505.161	414.629	1072.956	524.159	606.818	1473.176	455.400	644.481	1319.798	425.079	674.829	1177.203	680.638	659.651	1174.316	685.286	672.991	1107.411	751.273	683.402	1139.296	516.909	213.914	1458.891	428.753	188.957	1305.580	416.962	144.563	1169.283	674.163	161.397	1179.598	670.283	148.698	1112.609	736.705	121.027	1163.194	669.893	521.710	1014.379	502.923	454.065	1051.786	498.191	366.809	1045.293	660.183	301.898	1012.813	567.964	590.306	843.121	542.885	573.313	508.157	520.706	459.797	514.085	526.712	577.849	440.326	569.104	527.296	418.815	488.037	544.850	75.776	497.626	466.021	97.242	434.326	499.266	75.820	427.515	498.053	38.171	479.712	537.701	33.505	531.434	547.416	27.806	594.606	566.630	19.029	617.838	514.890	34.078	668.769	475.684	16.151	631.672	465.433	18.450	564.055	491.033	71.973	485.231	468.587	33.473	569.067	237.589	821.937	552.955	248.603	509.340	539.420	352.186	489.455	525.776	235.530	439.284	580.305	281.058	424.546	482.346	260.806	78.017	512.265	340.220	88.676	440.608	310.582	74.377	433.180	311.626	39.185	480.157	269.317	33.730	533.892	253.138	27.730	590.257	230.752	20.424	629.316	279.682	31.277	670.398	320.276	17.732	638.966	329.931	22.366	571.834	300.399	71.841	488.992	335.547	34.524
